"epsilon","bools","stable","falsePos","A","B","stableA","controlableA","stabEig","unStabEig","eig",
2.2,100,6,94,"[0.834987664832234 -0.313424219517309 0.461170723011414;0.427148023188632 0.872054653379539 0.292954864851628;0.23667476724388 -0.750451918679015 0.66630397133859]","[-0.203435543562449 -0.355079205275481;0.499644418721272 0.10452323371671;0.670441020956261 0.958258264867784]",0,1,1,2,0.35309+0i          1.0101-0.61356i          1.0101+0.61356i,
2.4,100,5,95,"[0.834987664832234 -0.313424219517309 0.461170723011414;0.427148023188632 0.872054653379539 0.292954864851628;0.23667476724388 -0.750451918679015 0.66630397133859]","[-0.203435543562449 -0.355079205275481;0.499644418721272 0.10452323371671;0.670441020956261 0.958258264867784]",0,1,1,2,0.35309+0i          1.0101-0.61356i          1.0101+0.61356i,
2.6,100,4,96,"[0.834987664832234 -0.313424219517309 0.461170723011414;0.427148023188632 0.872054653379539 0.292954864851628;0.23667476724388 -0.750451918679015 0.66630397133859]","[-0.203435543562449 -0.355079205275481;0.499644418721272 0.10452323371671;0.670441020956261 0.958258264867784]",0,1,1,2,0.35309+0i          1.0101-0.61356i          1.0101+0.61356i,
0.5,100,99,1,"[0.0986170660366055 -0.278726857995595 -0.0153097912301245;-0.339152780786794 0.513019087003889 0.38948646626522;0.23894311035556 -0.172198502619621 0.945467770159568]","[-0.344490079013186 0.908348912759086;0.675606366157151 -0.936154740992043;0.478144454547056 -0.286262027634916]",1,1,3,0,-0.081145+0i         0.81912-0.25892i         0.81912+0.25892i,
1,100,98,2,"[0.0986170660366055 -0.278726857995595 -0.0153097912301245;-0.339152780786794 0.513019087003889 0.38948646626522;0.23894311035556 -0.172198502619621 0.945467770159568]","[-0.344490079013186 0.908348912759086;0.675606366157151 -0.936154740992043;0.478144454547056 -0.286262027634916]",1,1,3,0,-0.081145+0i         0.81912-0.25892i         0.81912+0.25892i,
1.5,100,99,1,"[0.0986170660366055 -0.278726857995595 -0.0153097912301245;-0.339152780786794 0.513019087003889 0.38948646626522;0.23894311035556 -0.172198502619621 0.945467770159568]","[-0.344490079013186 0.908348912759086;0.675606366157151 -0.936154740992043;0.478144454547056 -0.286262027634916]",1,1,3,0,-0.081145+0i         0.81912-0.25892i         0.81912+0.25892i,
2,100,99,1,"[0.0986170660366055 -0.278726857995595 -0.0153097912301245;-0.339152780786794 0.513019087003889 0.38948646626522;0.23894311035556 -0.172198502619621 0.945467770159568]","[-0.344490079013186 0.908348912759086;0.675606366157151 -0.936154740992043;0.478144454547056 -0.286262027634916]",1,1,3,0,-0.081145+0i         0.81912-0.25892i         0.81912+0.25892i,
2.2,100,98,2,"[0.0986170660366055 -0.278726857995595 -0.0153097912301245;-0.339152780786794 0.513019087003889 0.38948646626522;0.23894311035556 -0.172198502619621 0.945467770159568]","[-0.344490079013186 0.908348912759086;0.675606366157151 -0.936154740992043;0.478144454547056 -0.286262027634916]",1,1,3,0,-0.081145+0i         0.81912-0.25892i         0.81912+0.25892i,
2.4,100,100,0,"[0.0986170660366055 -0.278726857995595 -0.0153097912301245;-0.339152780786794 0.513019087003889 0.38948646626522;0.23894311035556 -0.172198502619621 0.945467770159568]","[-0.344490079013186 0.908348912759086;0.675606366157151 -0.936154740992043;0.478144454547056 -0.286262027634916]",1,1,3,0,-0.081145+0i         0.81912-0.25892i         0.81912+0.25892i,
2.6,100,97,3,"[0.0986170660366055 -0.278726857995595 -0.0153097912301245;-0.339152780786794 0.513019087003889 0.38948646626522;0.23894311035556 -0.172198502619621 0.945467770159568]","[-0.344490079013186 0.908348912759086;0.675606366157151 -0.936154740992043;0.478144454547056 -0.286262027634916]",1,1,3,0,-0.081145+0i         0.81912-0.25892i         0.81912+0.25892i,
0.5,100,100,0,"[0.325307668574429 0.42225710236065 0.320875932625204;-0.436996881703019 0.249145833986617 -0.904890653772268;-0.539233865365073 0.181217305839272 -0.302430382979882]","[-0.0973188392885136 0.712364584012576;-0.518190005759779 -0.436984609762893;0.430090026592353 0.462101659447483]",1,1,3,0,-0.067392-0.6922i        -0.067392+0.6922i               0.40681+0i,
1,100,100,0,"[0.325307668574429 0.42225710236065 0.320875932625204;-0.436996881703019 0.249145833986617 -0.904890653772268;-0.539233865365073 0.181217305839272 -0.302430382979882]","[-0.0973188392885136 0.712364584012576;-0.518190005759779 -0.436984609762893;0.430090026592353 0.462101659447483]",1,1,3,0,-0.067392-0.6922i        -0.067392+0.6922i               0.40681+0i,
1.5,100,100,0,"[0.325307668574429 0.42225710236065 0.320875932625204;-0.436996881703019 0.249145833986617 -0.904890653772268;-0.539233865365073 0.181217305839272 -0.302430382979882]","[-0.0973188392885136 0.712364584012576;-0.518190005759779 -0.436984609762893;0.430090026592353 0.462101659447483]",1,1,3,0,-0.067392-0.6922i        -0.067392+0.6922i               0.40681+0i,
2,100,99,1,"[0.325307668574429 0.42225710236065 0.320875932625204;-0.436996881703019 0.249145833986617 -0.904890653772268;-0.539233865365073 0.181217305839272 -0.302430382979882]","[-0.0973188392885136 0.712364584012576;-0.518190005759779 -0.436984609762893;0.430090026592353 0.462101659447483]",1,1,3,0,-0.067392-0.6922i        -0.067392+0.6922i               0.40681+0i,
2.2,100,100,0,"[0.325307668574429 0.42225710236065 0.320875932625204;-0.436996881703019 0.249145833986617 -0.904890653772268;-0.539233865365073 0.181217305839272 -0.302430382979882]","[-0.0973188392885136 0.712364584012576;-0.518190005759779 -0.436984609762893;0.430090026592353 0.462101659447483]",1,1,3,0,-0.067392-0.6922i        -0.067392+0.6922i               0.40681+0i,
2.4,100,100,0,"[0.325307668574429 0.42225710236065 0.320875932625204;-0.436996881703019 0.249145833986617 -0.904890653772268;-0.539233865365073 0.181217305839272 -0.302430382979882]","[-0.0973188392885136 0.712364584012576;-0.518190005759779 -0.436984609762893;0.430090026592353 0.462101659447483]",1,1,3,0,-0.067392-0.6922i        -0.067392+0.6922i               0.40681+0i,
2.6,100,100,0,"[0.325307668574429 0.42225710236065 0.320875932625204;-0.436996881703019 0.249145833986617 -0.904890653772268;-0.539233865365073 0.181217305839272 -0.302430382979882]","[-0.0973188392885136 0.712364584012576;-0.518190005759779 -0.436984609762893;0.430090026592353 0.462101659447483]",1,1,3,0,-0.067392-0.6922i        -0.067392+0.6922i               0.40681+0i,
0.5,100,95,5,"[-0.724474214960967 0.176418770778987 0.00756157155231185;0.673445563499435 -0.267686399090124 -0.0208113225532915;-0.72279656851528 0.613519089322211 0.754097446770088]","[-0.293716374122089 -0.915404404170914;-0.101112886856503 0.945916668281269;0.927060573686854 -0.621586313755248]",1,1,3,0,-0.90108   -0.077502     0.74052,
1,100,100,0,"[-0.724474214960967 0.176418770778987 0.00756157155231185;0.673445563499435 -0.267686399090124 -0.0208113225532915;-0.72279656851528 0.613519089322211 0.754097446770088]","[-0.293716374122089 -0.915404404170914;-0.101112886856503 0.945916668281269;0.927060573686854 -0.621586313755248]",1,1,3,0,-0.90108   -0.077502     0.74052,
1.5,100,100,0,"[-0.724474214960967 0.176418770778987 0.00756157155231185;0.673445563499435 -0.267686399090124 -0.0208113225532915;-0.72279656851528 0.613519089322211 0.754097446770088]","[-0.293716374122089 -0.915404404170914;-0.101112886856503 0.945916668281269;0.927060573686854 -0.621586313755248]",1,1,3,0,-0.90108   -0.077502     0.74052,
2,100,99,1,"[-0.724474214960967 0.176418770778987 0.00756157155231185;0.673445563499435 -0.267686399090124 -0.0208113225532915;-0.72279656851528 0.613519089322211 0.754097446770088]","[-0.293716374122089 -0.915404404170914;-0.101112886856503 0.945916668281269;0.927060573686854 -0.621586313755248]",1,1,3,0,-0.90108   -0.077502     0.74052,
2.2,100,99,1,"[-0.724474214960967 0.176418770778987 0.00756157155231185;0.673445563499435 -0.267686399090124 -0.0208113225532915;-0.72279656851528 0.613519089322211 0.754097446770088]","[-0.293716374122089 -0.915404404170914;-0.101112886856503 0.945916668281269;0.927060573686854 -0.621586313755248]",1,1,3,0,-0.90108   -0.077502     0.74052,
2.4,100,100,0,"[-0.724474214960967 0.176418770778987 0.00756157155231185;0.673445563499435 -0.267686399090124 -0.0208113225532915;-0.72279656851528 0.613519089322211 0.754097446770088]","[-0.293716374122089 -0.915404404170914;-0.101112886856503 0.945916668281269;0.927060573686854 -0.621586313755248]",1,1,3,0,-0.90108   -0.077502     0.74052,
2.6,100,100,0,"[-0.724474214960967 0.176418770778987 0.00756157155231185;0.673445563499435 -0.267686399090124 -0.0208113225532915;-0.72279656851528 0.613519089322211 0.754097446770088]","[-0.293716374122089 -0.915404404170914;-0.101112886856503 0.945916668281269;0.927060573686854 -0.621586313755248]",1,1,3,0,-0.90108   -0.077502     0.74052,
0.5,100,100,0,"[0.33424060008015 -0.277955901610678 -0.961485045171717;0.172879229357836 0.240556854142171 -0.8322529834342;0.350224832810231 0.62230177020057 0.949603334369781]","[0.302699064830707 -0.755958963495741;-0.537524367671296 -0.463122357205434;-0.19301771375082 -0.484307659774791]",0,1,1,2,0.30589+0i         0.60925-0.88601i         0.60925+0.88601i,
1,100,92,8,"[0.33424060008015 -0.277955901610678 -0.961485045171717;0.172879229357836 0.240556854142171 -0.8322529834342;0.350224832810231 0.62230177020057 0.949603334369781]","[0.302699064830707 -0.755958963495741;-0.537524367671296 -0.463122357205434;-0.19301771375082 -0.484307659774791]",0,1,1,2,0.30589+0i         0.60925-0.88601i         0.60925+0.88601i,
1.5,100,90,10,"[0.33424060008015 -0.277955901610678 -0.961485045171717;0.172879229357836 0.240556854142171 -0.8322529834342;0.350224832810231 0.62230177020057 0.949603334369781]","[0.302699064830707 -0.755958963495741;-0.537524367671296 -0.463122357205434;-0.19301771375082 -0.484307659774791]",0,1,1,2,0.30589+0i         0.60925-0.88601i         0.60925+0.88601i,
2,100,69,31,"[0.33424060008015 -0.277955901610678 -0.961485045171717;0.172879229357836 0.240556854142171 -0.8322529834342;0.350224832810231 0.62230177020057 0.949603334369781]","[0.302699064830707 -0.755958963495741;-0.537524367671296 -0.463122357205434;-0.19301771375082 -0.484307659774791]",0,1,1,2,0.30589+0i         0.60925-0.88601i         0.60925+0.88601i,
2.2,100,83,17,"[0.33424060008015 -0.277955901610678 -0.961485045171717;0.172879229357836 0.240556854142171 -0.8322529834342;0.350224832810231 0.62230177020057 0.949603334369781]","[0.302699064830707 -0.755958963495741;-0.537524367671296 -0.463122357205434;-0.19301771375082 -0.484307659774791]",0,1,1,2,0.30589+0i         0.60925-0.88601i         0.60925+0.88601i,
2.4,100,76,24,"[0.33424060008015 -0.277955901610678 -0.961485045171717;0.172879229357836 0.240556854142171 -0.8322529834342;0.350224832810231 0.62230177020057 0.949603334369781]","[0.302699064830707 -0.755958963495741;-0.537524367671296 -0.463122357205434;-0.19301771375082 -0.484307659774791]",0,1,1,2,0.30589+0i         0.60925-0.88601i         0.60925+0.88601i,
2.6,100,77,23,"[0.33424060008015 -0.277955901610678 -0.961485045171717;0.172879229357836 0.240556854142171 -0.8322529834342;0.350224832810231 0.62230177020057 0.949603334369781]","[0.302699064830707 -0.755958963495741;-0.537524367671296 -0.463122357205434;-0.19301771375082 -0.484307659774791]",0,1,1,2,0.30589+0i         0.60925-0.88601i         0.60925+0.88601i,
0.5,100,78,22,"[-0.336669522514741 -0.756683091384548 0.860081252214978;-0.695531974274107 0.76830611549932 -0.201960061930889;-0.303984680567773 -0.811443219871708 -0.905197075941699]","[-0.31525299367852 0.089811796489343;0.471932317760328 0.372446925968082;0.58936431466761 0.787265391867203]",0,1,0,3,1.2624+0i            -0.86798-0.6i            -0.86798+0.6i,
1,100,38,62,"[-0.336669522514741 -0.756683091384548 0.860081252214978;-0.695531974274107 0.76830611549932 -0.201960061930889;-0.303984680567773 -0.811443219871708 -0.905197075941699]","[-0.31525299367852 0.089811796489343;0.471932317760328 0.372446925968082;0.58936431466761 0.787265391867203]",0,1,0,3,1.2624+0i            -0.86798-0.6i            -0.86798+0.6i,
1.5,100,24,76,"[-0.336669522514741 -0.756683091384548 0.860081252214978;-0.695531974274107 0.76830611549932 -0.201960061930889;-0.303984680567773 -0.811443219871708 -0.905197075941699]","[-0.31525299367852 0.089811796489343;0.471932317760328 0.372446925968082;0.58936431466761 0.787265391867203]",0,1,0,3,1.2624+0i            -0.86798-0.6i            -0.86798+0.6i,
2,100,17,83,"[-0.336669522514741 -0.756683091384548 0.860081252214978;-0.695531974274107 0.76830611549932 -0.201960061930889;-0.303984680567773 -0.811443219871708 -0.905197075941699]","[-0.31525299367852 0.089811796489343;0.471932317760328 0.372446925968082;0.58936431466761 0.787265391867203]",0,1,0,3,1.2624+0i            -0.86798-0.6i            -0.86798+0.6i,
2.2,100,18,82,"[-0.336669522514741 -0.756683091384548 0.860081252214978;-0.695531974274107 0.76830611549932 -0.201960061930889;-0.303984680567773 -0.811443219871708 -0.905197075941699]","[-0.31525299367852 0.089811796489343;0.471932317760328 0.372446925968082;0.58936431466761 0.787265391867203]",0,1,0,3,1.2624+0i            -0.86798-0.6i            -0.86798+0.6i,
2.4,100,16,84,"[-0.336669522514741 -0.756683091384548 0.860081252214978;-0.695531974274107 0.76830611549932 -0.201960061930889;-0.303984680567773 -0.811443219871708 -0.905197075941699]","[-0.31525299367852 0.089811796489343;0.471932317760328 0.372446925968082;0.58936431466761 0.787265391867203]",0,1,0,3,1.2624+0i            -0.86798-0.6i            -0.86798+0.6i,
2.6,100,15,85,"[-0.336669522514741 -0.756683091384548 0.860081252214978;-0.695531974274107 0.76830611549932 -0.201960061930889;-0.303984680567773 -0.811443219871708 -0.905197075941699]","[-0.31525299367852 0.089811796489343;0.471932317760328 0.372446925968082;0.58936431466761 0.787265391867203]",0,1,0,3,1.2624+0i            -0.86798-0.6i            -0.86798+0.6i,
0.5,100,95,5,"[-0.890416420160535 -0.609046472732403 0.755598142303054;-0.392677240565968 0.440331605033051 0.164865928974821;-0.907616887336904 0.443506546998593 -0.8586313292267]","[0.845489140378184 0.0873264656827237;0.600744184702214 0.96955247394122;-0.428106287159274 0.431356134253243]",0,1,1,2,-0.94777-0.76287i        -0.94777+0.76287i               0.58682+0i,
1,100,74,26,"[-0.890416420160535 -0.609046472732403 0.755598142303054;-0.392677240565968 0.440331605033051 0.164865928974821;-0.907616887336904 0.443506546998593 -0.8586313292267]","[0.845489140378184 0.0873264656827237;0.600744184702214 0.96955247394122;-0.428106287159274 0.431356134253243]",0,1,1,2,-0.94777-0.76287i        -0.94777+0.76287i               0.58682+0i,
1.5,100,46,54,"[-0.890416420160535 -0.609046472732403 0.755598142303054;-0.392677240565968 0.440331605033051 0.164865928974821;-0.907616887336904 0.443506546998593 -0.8586313292267]","[0.845489140378184 0.0873264656827237;0.600744184702214 0.96955247394122;-0.428106287159274 0.431356134253243]",0,1,1,2,-0.94777-0.76287i        -0.94777+0.76287i               0.58682+0i,
2,100,34,66,"[-0.890416420160535 -0.609046472732403 0.755598142303054;-0.392677240565968 0.440331605033051 0.164865928974821;-0.907616887336904 0.443506546998593 -0.8586313292267]","[0.845489140378184 0.0873264656827237;0.600744184702214 0.96955247394122;-0.428106287159274 0.431356134253243]",0,1,1,2,-0.94777-0.76287i        -0.94777+0.76287i               0.58682+0i,
2.2,100,40,60,"[-0.890416420160535 -0.609046472732403 0.755598142303054;-0.392677240565968 0.440331605033051 0.164865928974821;-0.907616887336904 0.443506546998593 -0.8586313292267]","[0.845489140378184 0.0873264656827237;0.600744184702214 0.96955247394122;-0.428106287159274 0.431356134253243]",0,1,1,2,-0.94777-0.76287i        -0.94777+0.76287i               0.58682+0i,
2.4,100,38,62,"[-0.890416420160535 -0.609046472732403 0.755598142303054;-0.392677240565968 0.440331605033051 0.164865928974821;-0.907616887336904 0.443506546998593 -0.8586313292267]","[0.845489140378184 0.0873264656827237;0.600744184702214 0.96955247394122;-0.428106287159274 0.431356134253243]",0,1,1,2,-0.94777-0.76287i        -0.94777+0.76287i               0.58682+0i,
2.6,100,44,56,"[-0.890416420160535 -0.609046472732403 0.755598142303054;-0.392677240565968 0.440331605033051 0.164865928974821;-0.907616887336904 0.443506546998593 -0.8586313292267]","[0.845489140378184 0.0873264656827237;0.600744184702214 0.96955247394122;-0.428106287159274 0.431356134253243]",0,1,1,2,-0.94777-0.76287i        -0.94777+0.76287i               0.58682+0i,
0.5,100,100,0,"[0.67793919466 0.121426822089112 0.00777554692097726;-0.133478877984103 -0.461816912938005 0.293619332545561;-0.0587505687869185 0.498036935283892 -0.384508835938119]","[-0.722550727843711 0.576226856797095;-0.0488541324048741 0.560591641688219;-0.275081438362508 0.33702442850709]",1,1,3,0,0.65834   -0.023042    -0.80369,
1,100,100,0,"[0.67793919466 0.121426822089112 0.00777554692097726;-0.133478877984103 -0.461816912938005 0.293619332545561;-0.0587505687869185 0.498036935283892 -0.384508835938119]","[-0.722550727843711 0.576226856797095;-0.0488541324048741 0.560591641688219;-0.275081438362508 0.33702442850709]",1,1,3,0,0.65834   -0.023042    -0.80369,
1.5,100,98,2,"[0.67793919466 0.121426822089112 0.00777554692097726;-0.133478877984103 -0.461816912938005 0.293619332545561;-0.0587505687869185 0.498036935283892 -0.384508835938119]","[-0.722550727843711 0.576226856797095;-0.0488541324048741 0.560591641688219;-0.275081438362508 0.33702442850709]",1,1,3,0,0.65834   -0.023042    -0.80369,
2,100,100,0,"[0.67793919466 0.121426822089112 0.00777554692097726;-0.133478877984103 -0.461816912938005 0.293619332545561;-0.0587505687869185 0.498036935283892 -0.384508835938119]","[-0.722550727843711 0.576226856797095;-0.0488541324048741 0.560591641688219;-0.275081438362508 0.33702442850709]",1,1,3,0,0.65834   -0.023042    -0.80369,
2.2,100,100,0,"[0.67793919466 0.121426822089112 0.00777554692097726;-0.133478877984103 -0.461816912938005 0.293619332545561;-0.0587505687869185 0.498036935283892 -0.384508835938119]","[-0.722550727843711 0.576226856797095;-0.0488541324048741 0.560591641688219;-0.275081438362508 0.33702442850709]",1,1,3,0,0.65834   -0.023042    -0.80369,
2.4,100,100,0,"[0.67793919466 0.121426822089112 0.00777554692097726;-0.133478877984103 -0.461816912938005 0.293619332545561;-0.0587505687869185 0.498036935283892 -0.384508835938119]","[-0.722550727843711 0.576226856797095;-0.0488541324048741 0.560591641688219;-0.275081438362508 0.33702442850709]",1,1,3,0,0.65834   -0.023042    -0.80369,
2.6,100,100,0,"[0.67793919466 0.121426822089112 0.00777554692097726;-0.133478877984103 -0.461816912938005 0.293619332545561;-0.0587505687869185 0.498036935283892 -0.384508835938119]","[-0.722550727843711 0.576226856797095;-0.0488541324048741 0.560591641688219;-0.275081438362508 0.33702442850709]",1,1,3,0,0.65834   -0.023042    -0.80369,
0.5,100,13,87,"[-0.732992280677375 -0.398361963861022 -0.426759222211481;-0.956888225593006 0.878819427746917 0.601640573903069;0.119681411745019 0.961807272093718 0.792222702865208]","[0.195053153635659 0.0983161748398054;0.76803347144764 0.456773649188713;0.887463082391583 0.15351659571602]",0,1,2,1,-0.80834    -0.01462       1.761,
1,100,3,97,"[-0.732992280677375 -0.398361963861022 -0.426759222211481;-0.956888225593006 0.878819427746917 0.601640573903069;0.119681411745019 0.961807272093718 0.792222702865208]","[0.195053153635659 0.0983161748398054;0.76803347144764 0.456773649188713;0.887463082391583 0.15351659571602]",0,1,2,1,-0.80834    -0.01462       1.761,
1.5,100,5,95,"[-0.732992280677375 -0.398361963861022 -0.426759222211481;-0.956888225593006 0.878819427746917 0.601640573903069;0.119681411745019 0.961807272093718 0.792222702865208]","[0.195053153635659 0.0983161748398054;0.76803347144764 0.456773649188713;0.887463082391583 0.15351659571602]",0,1,2,1,-0.80834    -0.01462       1.761,
2,100,3,97,"[-0.732992280677375 -0.398361963861022 -0.426759222211481;-0.956888225593006 0.878819427746917 0.601640573903069;0.119681411745019 0.961807272093718 0.792222702865208]","[0.195053153635659 0.0983161748398054;0.76803347144764 0.456773649188713;0.887463082391583 0.15351659571602]",0,1,2,1,-0.80834    -0.01462       1.761,
2.2,100,3,97,"[-0.732992280677375 -0.398361963861022 -0.426759222211481;-0.956888225593006 0.878819427746917 0.601640573903069;0.119681411745019 0.961807272093718 0.792222702865208]","[0.195053153635659 0.0983161748398054;0.76803347144764 0.456773649188713;0.887463082391583 0.15351659571602]",0,1,2,1,-0.80834    -0.01462       1.761,
2.4,100,5,95,"[-0.732992280677375 -0.398361963861022 -0.426759222211481;-0.956888225593006 0.878819427746917 0.601640573903069;0.119681411745019 0.961807272093718 0.792222702865208]","[0.195053153635659 0.0983161748398054;0.76803347144764 0.456773649188713;0.887463082391583 0.15351659571602]",0,1,2,1,-0.80834    -0.01462       1.761,
2.6,100,8,92,"[-0.732992280677375 -0.398361963861022 -0.426759222211481;-0.956888225593006 0.878819427746917 0.601640573903069;0.119681411745019 0.961807272093718 0.792222702865208]","[0.195053153635659 0.0983161748398054;0.76803347144764 0.456773649188713;0.887463082391583 0.15351659571602]",0,1,2,1,-0.80834    -0.01462       1.761,
0.5,100,29,71,"[-0.948285057833721 0.0424059053448365 0.65906564905303;-0.106938043430371 -0.255374678440976 0.69817095990891;0.292603914701311 0.874269332683125 -0.254931520200921]","[0.186369150436981 0.336928548722751;0.745105129295117 -0.58644708412979;0.867003217014211 0.307701184125176]",0,1,2,1,-1.3672     -0.6595     0.56809,
1,100,10,90,"[-0.948285057833721 0.0424059053448365 0.65906564905303;-0.106938043430371 -0.255374678440976 0.69817095990891;0.292603914701311 0.874269332683125 -0.254931520200921]","[0.186369150436981 0.336928548722751;0.745105129295117 -0.58644708412979;0.867003217014211 0.307701184125176]",0,1,2,1,-1.3672     -0.6595     0.56809,
1.5,100,5,95,"[-0.948285057833721 0.0424059053448365 0.65906564905303;-0.106938043430371 -0.255374678440976 0.69817095990891;0.292603914701311 0.874269332683125 -0.254931520200921]","[0.186369150436981 0.336928548722751;0.745105129295117 -0.58644708412979;0.867003217014211 0.307701184125176]",0,1,2,1,-1.3672     -0.6595     0.56809,
2,100,4,96,"[-0.948285057833721 0.0424059053448365 0.65906564905303;-0.106938043430371 -0.255374678440976 0.69817095990891;0.292603914701311 0.874269332683125 -0.254931520200921]","[0.186369150436981 0.336928548722751;0.745105129295117 -0.58644708412979;0.867003217014211 0.307701184125176]",0,1,2,1,-1.3672     -0.6595     0.56809,
2.2,100,6,94,"[-0.948285057833721 0.0424059053448365 0.65906564905303;-0.106938043430371 -0.255374678440976 0.69817095990891;0.292603914701311 0.874269332683125 -0.254931520200921]","[0.186369150436981 0.336928548722751;0.745105129295117 -0.58644708412979;0.867003217014211 0.307701184125176]",0,1,2,1,-1.3672     -0.6595     0.56809,
2.4,100,3,97,"[-0.948285057833721 0.0424059053448365 0.65906564905303;-0.106938043430371 -0.255374678440976 0.69817095990891;0.292603914701311 0.874269332683125 -0.254931520200921]","[0.186369150436981 0.336928548722751;0.745105129295117 -0.58644708412979;0.867003217014211 0.307701184125176]",0,1,2,1,-1.3672     -0.6595     0.56809,
2.6,100,4,96,"[-0.948285057833721 0.0424059053448365 0.65906564905303;-0.106938043430371 -0.255374678440976 0.69817095990891;0.292603914701311 0.874269332683125 -0.254931520200921]","[0.186369150436981 0.336928548722751;0.745105129295117 -0.58644708412979;0.867003217014211 0.307701184125176]",0,1,2,1,-1.3672     -0.6595     0.56809,
0.5,100,97,3,"[-0.8558968975587 0.867451319091859 0.513498420131024;-0.186546169821272 0.62190006447653 -0.165905092514466;0.333863066414997 -0.0309034563300192 0.943571985978588]","[0.975949402461664 -0.0905163439217764;0.728295058062405 -0.506625604723842;-0.222232448175143 0.568846186048354]",1,1,3,0,-0.85863     0.97419     0.59402,
1,100,99,1,"[-0.8558968975587 0.867451319091859 0.513498420131024;-0.186546169821272 0.62190006447653 -0.165905092514466;0.333863066414997 -0.0309034563300192 0.943571985978588]","[0.975949402461664 -0.0905163439217764;0.728295058062405 -0.506625604723842;-0.222232448175143 0.568846186048354]",1,1,3,0,-0.85863     0.97419     0.59402,
1.5,100,99,1,"[-0.8558968975587 0.867451319091859 0.513498420131024;-0.186546169821272 0.62190006447653 -0.165905092514466;0.333863066414997 -0.0309034563300192 0.943571985978588]","[0.975949402461664 -0.0905163439217764;0.728295058062405 -0.506625604723842;-0.222232448175143 0.568846186048354]",1,1,3,0,-0.85863     0.97419     0.59402,
2,100,95,5,"[-0.8558968975587 0.867451319091859 0.513498420131024;-0.186546169821272 0.62190006447653 -0.165905092514466;0.333863066414997 -0.0309034563300192 0.943571985978588]","[0.975949402461664 -0.0905163439217764;0.728295058062405 -0.506625604723842;-0.222232448175143 0.568846186048354]",1,1,3,0,-0.85863     0.97419     0.59402,
2.2,100,97,3,"[-0.8558968975587 0.867451319091859 0.513498420131024;-0.186546169821272 0.62190006447653 -0.165905092514466;0.333863066414997 -0.0309034563300192 0.943571985978588]","[0.975949402461664 -0.0905163439217764;0.728295058062405 -0.506625604723842;-0.222232448175143 0.568846186048354]",1,1,3,0,-0.85863     0.97419     0.59402,
2.4,100,92,8,"[-0.8558968975587 0.867451319091859 0.513498420131024;-0.186546169821272 0.62190006447653 -0.165905092514466;0.333863066414997 -0.0309034563300192 0.943571985978588]","[0.975949402461664 -0.0905163439217764;0.728295058062405 -0.506625604723842;-0.222232448175143 0.568846186048354]",1,1,3,0,-0.85863     0.97419     0.59402,
2.6,100,93,7,"[-0.8558968975587 0.867451319091859 0.513498420131024;-0.186546169821272 0.62190006447653 -0.165905092514466;0.333863066414997 -0.0309034563300192 0.943571985978588]","[0.975949402461664 -0.0905163439217764;0.728295058062405 -0.506625604723842;-0.222232448175143 0.568846186048354]",1,1,3,0,-0.85863     0.97419     0.59402,
0.5,100,100,0,"[0.765675211166105 0.197736205492411 -0.0992128386957689;0.827423362586036 -0.702246559324902 -0.588655321072073;0.11656984724455 0.799426969071477 0.799301981018162]","[0.525171078746454 0.346451972904515;0.764972614800596 0.328559808836101;-0.430099563950358 -0.754370012200948]",1,1,3,0,-0.52082+0i         0.69177-0.27124i         0.69177+0.27124i,
1,100,100,0,"[0.765675211166105 0.197736205492411 -0.0992128386957689;0.827423362586036 -0.702246559324902 -0.588655321072073;0.11656984724455 0.799426969071477 0.799301981018162]","[0.525171078746454 0.346451972904515;0.764972614800596 0.328559808836101;-0.430099563950358 -0.754370012200948]",1,1,3,0,-0.52082+0i         0.69177-0.27124i         0.69177+0.27124i,
1.5,100,100,0,"[0.765675211166105 0.197736205492411 -0.0992128386957689;0.827423362586036 -0.702246559324902 -0.588655321072073;0.11656984724455 0.799426969071477 0.799301981018162]","[0.525171078746454 0.346451972904515;0.764972614800596 0.328559808836101;-0.430099563950358 -0.754370012200948]",1,1,3,0,-0.52082+0i         0.69177-0.27124i         0.69177+0.27124i,
2,100,99,1,"[0.765675211166105 0.197736205492411 -0.0992128386957689;0.827423362586036 -0.702246559324902 -0.588655321072073;0.11656984724455 0.799426969071477 0.799301981018162]","[0.525171078746454 0.346451972904515;0.764972614800596 0.328559808836101;-0.430099563950358 -0.754370012200948]",1,1,3,0,-0.52082+0i         0.69177-0.27124i         0.69177+0.27124i,
2.2,100,99,1,"[0.765675211166105 0.197736205492411 -0.0992128386957689;0.827423362586036 -0.702246559324902 -0.588655321072073;0.11656984724455 0.799426969071477 0.799301981018162]","[0.525171078746454 0.346451972904515;0.764972614800596 0.328559808836101;-0.430099563950358 -0.754370012200948]",1,1,3,0,-0.52082+0i         0.69177-0.27124i         0.69177+0.27124i,
2.4,100,100,0,"[0.765675211166105 0.197736205492411 -0.0992128386957689;0.827423362586036 -0.702246559324902 -0.588655321072073;0.11656984724455 0.799426969071477 0.799301981018162]","[0.525171078746454 0.346451972904515;0.764972614800596 0.328559808836101;-0.430099563950358 -0.754370012200948]",1,1,3,0,-0.52082+0i         0.69177-0.27124i         0.69177+0.27124i,
